Movie Name,Storyline,Cleaned_Storyline
Locust,"Against the backdrop of the 2019 Hong Kong protests, Zhong-Han, a silent twenty-something in Taiwan, balances a day job at a family restaurant with nightly gang activities, until the restaurant's ownership changes hands.",backdrop hong kong protests zhong han silent twenty something taiwan balances day job family restaurant nightly gang activities restaurant ownership changes hands
Divino tesoro,"Roberto is retired and divorced, and lives alone. When he rents a room in his apartment to a young student, Carmen, he soon begins to feel a certain fascination towards her - (physical and/or intellectual)???",roberto retired divorced lives alone rents room apartment young student carmen soon begins feel certain fascination towards physical intellectual
Revealed: How to Poison a Planet,"Investigates toxic chemicals that have sparked an international health and environmental catastrophe, and examines a decades-long battle between some of the world's largest chemical companies and the contaminated communities fighting for",investigates toxic chemicals sparked international health environmental catastrophe examines decades long battle world largest chemical companies contaminated communities fighting
Mother Maker Lover Taker,"A young woman finds a way to resurrect the lover she lost to suicide, with devastating, unforeseen consequences.",young woman finds way resurrect lover lost suicide devastating unforeseen consequences
Carole & Grey,Best friends Carole and Grey go on an odyssey from Brooklyn to the Upper West Side to get Grey's Dog,best friends carole grey go odyssey brooklyn upper west side get grey dog
That person has disappeared,"Set in an apartment building where many people are rumored to disappear one after another, the story begins when Maruko, a young delivery worker, accidentally discovers the secret of a suspicious resident.",set apartment building many people rumored disappear one another story begins maruko young delivery worker accidentally discovers secret suspicious resident
Why Dinosaurs?,A documentary about dinosaurs and the people who love them.,documentary dinosaurs people love
Burning Butterflies,"A Lovecraftian horror with jump-scare and gore elements, which will keep the audience to the edge of their seats with bated breath: it explores the uncertainty and absurdity of life unfolding a dark reality.",lovecraftian horror jump scare gore elements keep audience edge seats bated breath explores uncertainty absurdity life unfolding dark reality
Las Mutaciones,"After an urgent surgery leaves him unable to speak, a lawyer's life changes as his relationship with his wife and teenage kids is strained. A talkative parrot gifted by the maid becomes his imaginary interlocutor.",urgent surgery leaves unable speak lawyer life changes relationship wife teenage kids strained talkative parrot gifted maid becomes imaginary interlocutor
City Boy,"A talented young music artist is presented with a life changing opportunity. As he attempts to take steps towards his future, inner-city trappings and his past are holding him back. Will he be strong enough to make it out?",talented young music artist presented life changing opportunity attempts take steps towards future inner city trappings past holding back strong enough make
The Kindness Within: A Journey to Freedom,"Former broker Leon Logothetis transforms from suicidal to spiritual seeker, traveling through India to find life's meaning. He meets spiritual leaders and serves others while discovering inner truth.",former broker leon logothetis transforms suicidal spiritual seeker traveling india find life meaning meets spiritual leaders serves others discovering inner truth
Goreyan Naal Lagdi Zameen Jatt Di,"A farming family faces losing their land as the younger generation turns away. Forced to step in, they rediscover the importance of the farm and their heritage, saving it-and themselves-in the process.",farming family faces losing land younger generation turns away forced step rediscover importance farm heritage saving process
The Falling Sky,"Documentary about Indigenous peoples' profound connection to nature and their struggle against deforestation, a grave threat to their way of life and the ecosystem they call home.",documentary indigenous peoples profound connection nature struggle deforestation grave threat way life ecosystem call home
Nelma Kodama: The Queen of Dirty Money,"After leaving prison, money changer Nelma Kodama tells how she got involved in one of the biggest corruption scandals in Brazil.",leaving prison money changer nelma kodama tells got involved one biggest corruption scandals brazil
The Private Eye,"The life of private eye, Mort Madison, is spiraling downward, when a beguiling, slightly familiar woman hires him for his most unusual case.",life private eye mort madison spiraling downward beguiling slightly familiar woman hires unusual case
Young Lion of the West,"A local club promoter in Rochester, New York defies the orders of his boss and attempts to open up his own club.",local club promoter rochester new york defies orders boss attempts open club
GG (Good Game),"GG, an acronym for ""good game,"" centers around Seth, a determined aspiring gamer who immerses himself in the world of video games who gets into a ""competitive barkada gaming"" while navigating the various challenges within his own family.",gg acronym good game centers around seth determined aspiring gamer immerses world video games gets competitive barkada gaming navigating various challenges within family
Carol,"Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption.",self centered solomon lynch takes journey past present future takes christmas spirit set things right story hope faith redemption
Midas,"After a charismatic college dropout lies his way into a job at an insurance juggernaut, he recruits his two best friends for a plot to steal thousands. In the process, they uncover a much darker scheme that tests the limits of their greed.",charismatic college dropout lies way job insurance juggernaut recruits two best friends plot steal thousands process uncover much darker scheme tests limits greed
Bachelor Party,"In a bid to escape his attempts of pleasing his obnoxious wife,Santosh attends a Bachelor Party. He's reunited with his childhood friend who has always brought trouble.With their school teacher tagging along,the trio embark on an adventure",bid escape attempts pleasing obnoxious wife santosh attends bachelor party reunited childhood friend always brought trouble school teacher tagging along trio embark adventure
You Are Not Alone,"Little does Leo know that a mysterious taxi driver will jeopardize his blossoming romance with Rita, a young woman he's falling in love with.",little leo know mysterious taxi driver jeopardize blossoming romance rita young woman falling love
"RM: Right People, Wrong Place","A candid documentary that delves into the life of BTS' leader RM as he navigates global stardom while working on his second solo album, offering an intimate glimpse into his creative journey across multiple cities.",candid documentary delves life bts leader rm navigates global stardom working second solo album offering intimate glimpse creative journey across multiple cities
The Grand Siege,"After the passing of his wife Berna, Macit's hope for a fresh start is put to test by his son Alp and his wife's assistant Feyza, both strongly attached to Berna's legacy.",passing wife berna macit hope fresh start put test son alp wife assistant feyza strongly attached berna legacy
Nerve,"It can be seen in the picture, Ritika is seen sitting in a wheel chair. She can't walk. Ritika is paralyzed. Ritika is looked after by her sister Samragi. Ritika loves Dev . Is all this a farce setup by Ritwika to fool her Sister.",seen picture ritika seen sitting wheel chair walk ritika paralyzed ritika looked sister samragi ritika loves dev farce setup ritwika fool sister
Morena,"A girl named Anya and her boyfriend Yurko come to visit Anya's parents in a small mountain village, where they encounter a young witch Ivanka, whom the people call Morena. Ivanka liked Yurko, and at night on Ivana Kupala, during the celebration, the witch makes Anya to associate herself with her with mystical ties for the sake of Yurko's life. The next morning Anya notices that her boyfriend acts absolutely differently. One night Anya finds Yurko in the witch's embraces. When she returns home in tears, Anya is being supported by her girlfriends. Unofficial war with Morena (Ivanka) begins. During one of the clashes, Ivanka tries to kill Anya, but she falls from the bridge and dies. From that day, horrors and mysticism begin. Ivanka's father gets crazy because of a grief and wants a revenge for the death of his daughter. At first, one friend of Anya disappears, she eventually finds her with a torn throat in the abandoned cemetery, and then the killings of other girlfriends help her in confrontation with Morena. Anya is confident that this is the case of Ivanka's father, but the truth is even more terrible. Yurko witnesses the brutal murder and the murderer is his beloved Anya, who bare hands to loosen up two adult armed cops who watched her after the death of Ivanka. In the morning, Anya does not remember anything done. It turns out that the soul of witch Ivanka controls the body of Anya at night . Yurko and Anya have to cut off this connection, destroying the soul and body of the witch. Will they be able to do this if everyone is against them?",girl named anya boyfriend yurko come visit anya parents small mountain village encounter young witch ivanka people call morena ivanka liked yurko night ivana kupala celebration witch makes anya associate mystical ties sake yurko life next morning anya notices boyfriend acts absolutely differently one night anya finds yurko witch embraces returns home tears anya supported girlfriends unofficial war morena ivanka begins one clashes ivanka tries kill anya falls bridge dies day horrors mysticism begin ivanka father gets crazy grief wants revenge death daughter first one friend anya disappears eventually finds torn throat abandoned cemetery killings girlfriends help confrontation morena anya confident case ivanka father truth even terrible yurko witnesses brutal murder murderer beloved anya bare hands loosen two adult armed cops watched death ivanka morning anya remember anything done turns soul witch ivanka controls body anya night yurko anya cut connection destroying soul body witch able everyone
Hidden Flora,"Roxii, a queer hopeless romantic, just wants to be loved and treated the way boys do girls. A string of boys and men inform Roxii's view of sex and identity in late aughts Las Cruces, New Mexico.",roxii queer hopeless romantic wants loved treated way boys girls string boys men inform roxii view sex identity late aughts las cruces new mexico
The Experts,"Five siblings who have abandoned their thieving days are forced out of retirement to carry out their biggest heist yet, at the cost of everything they hold dear.",five siblings abandoned thieving days forced retirement carry biggest heist yet cost everything hold dear
Athhoi,"A contemporary retelling of Shakespeare's timeless tragedy Othello, exploring the intricacies of human emotions and the consequences of unchecked manipulation, all within a modern context.",contemporary retelling shakespeare timeless tragedy othello exploring intricacies human emotions consequences unchecked manipulation within modern context
Love Is Never on Time,"A writer named Daku who feels always chased by time to find a life partner. In a fairly complex journey, he also tries to find comfort in love.",writer named daku feels always chased time find life partner fairly complex journey also tries find comfort love
Tyger,"After his release from prison, an ex-soldier embarks on a journey to reunite with his family.",release prison ex soldier embarks journey reunite family
Appudo Ippudo Eppudo,A wayward young man becomes involved in a criminal conspiracy.,wayward young man becomes involved criminal conspiracy
Art of Diversion,"Brother and sister, Daphnis and Chloe Waterspoon are wealthy art collectors who live together in the New York City area. They share an ugly and brutal hobby-they lure unknowing people into sex and then murder them.",brother sister daphnis chloe waterspoon wealthy art collectors live together new york city area share ugly brutal hobby lure unknowing people sex murder
Breaking Into Beautiful,"Provides an intimate look at Kim White's life, showcasing her strength as she dealt with cancer and highlighting her faith and roles as a wife, mother and daughter.",provides intimate look kim white life showcasing strength dealt cancer highlighting faith roles wife mother daughter
EVOL: A Love Story in Reverse,"""EVOL: A Love Story in Reverse"" is a new age romantic thriller genere with a great writing and engaging screenplay everyscene of the movie set you on the edge of your seat",evol love story reverse new age romantic thriller genere great writing engaging screenplay everyscene movie set edge seat
Promiscuously Toxic,"A wealthy player wrestles with commitment issues until meeting the woman of his dreams, only to face karmic consequences for his past infidelities.",wealthy player wrestles commitment issues meeting woman dreams face karmic consequences past infidelities
M30 OXY,"Suspenseful crime fiction set in Appalachia, where the opioid epidemic turns a small town into chaos. M30 OXY follows a kind-hearted drug dealer, a desperate couple, and a trapped nurse, all battling danger and the fight for survival.",suspenseful crime fiction set appalachia opioid epidemic turns small town chaos oxy follows kind hearted drug dealer desperate couple trapped nurse battling danger fight survival
Puntos suspensivos,"It follows Leo, an author. He is visited by a man claiming to be a journalist in a secret location where Leo is penning his next novel, but only his agent knows where he is.",follows leo author visited man claiming journalist secret location leo penning next novel agent knows
Trizombie,"In a zombie-filled world, a group of unlikely heroes embark on a dangerous journey to rescue their missing friend.",zombie filled world group unlikely heroes embark dangerous journey rescue missing friend
Jälkeemme vedenpaisumus,"A physicist gets sent back in time with his memories to prevent a climate catastrophe caused by his fusion reactor invention. But the time travel goes wrong, complicating his mission to save Earth's future.",physicist gets sent back time memories prevent climate catastrophe caused fusion reactor invention time travel goes wrong complicating mission save earth future
"Blood, Beach, Betrayal","At a high end beach club, a female college lifeguard gets caught up in a secret affair with a wealthy housewife.",high end beach club female college lifeguard gets caught secret affair wealthy housewife
The Girl Who Cried Her Eyes Out,"A group of friends trespass into a state park for a party. Through a dare, one encounters Caroline Woodman's vengeful spirit. As they die one by one, they race against time to stop the 300-year-old ghost's rampage before it's too late.",group friends trespass state park party dare one encounters caroline woodman vengeful spirit die one one race time stop year old ghost rampage late
Finding Amelia,Group of Australian soldiers found Amelia Earhart's plane in 1945 Papua New Guinea jungle. Specialists use soldiers' testimony and old map to locate the downed aircraft again.,group australian soldiers found amelia earhart plane papua new guinea jungle specialists use soldiers testimony old map locate downed aircraft
Arap Kadri,"Master cartoonist Tekin Aral inspired Arap Yasar from Üsküdar, Arap Kadri's most important characteristic is that he is extremely fond of his freedom. He lives in the forest and doesn't recognize many rules. In the forest, there is an order established by Tarzan.",master cartoonist tekin aral inspired arap yasar üsküdar arap kadri important characteristic extremely fond freedom lives forest recognize many rules forest order established tarzan
Sadabahar,An Excellent Initiative by The Director. Superlative performances by Jaya Bachchan & Rajendra Gupta. Pure Nostalgia. It would bring tears to your eyes and make you introspect about the Relationships vis-a-vis Society. Kudos,excellent initiative director superlative performances jaya bachchan rajendra gupta pure nostalgia would bring tears eyes make introspect relationships vis vis society kudos
A Halloween Feast,"Former ballerina Angela descends into madness as her family tries to cope. After an infamous dinner, their lives spiral into unexpected chaos. All skeletons come out at a Halloween party.",former ballerina angela descends madness family tries cope infamous dinner lives spiral unexpected chaos skeletons come halloween party
Bahumukham,"Tanveer, an aspiring actor, moves to the city after leaving a detention center. He meets Disha, his therapist, for mandatory counseling but hides dark secrets, posing a threat.",tanveer aspiring actor moves city leaving detention center meets disha therapist mandatory counseling hides dark secrets posing threat
Diane von Furstenberg: Woman in Charge,"Focuses on the life and work of Von Furstenberg, who created a name for herself in a field that was predominantly male and amassed a multi-million dollar fashion empire.",focuses life work von furstenberg created name field predominantly male amassed multi million dollar fashion empire
Lineman,"In Chandakavadi village, Nata, a lineman, refuses to provide power for a celebration honoring midwife Shardamma's 100th birthday.",chandakavadi village nata lineman refuses provide power celebration honoring midwife shardamma th birthday
Realm of Shadows,"Enter a world of mystery, possession and shadows in an anthology of short horror themed tales woven into a full length feature presentation. Even the most shocking stories are based on true events. Starring horror legend Tony Todd.",enter world mystery possession shadows anthology short horror themed tales woven full length feature presentation even shocking stories based true events starring horror legend tony todd
Super Vixens 7,"Ancient God empowers Skeletor against She-Ra. Starlet battles Viper, Cobra while weakened by Krystinite. Vindicator tricks Supergirl, steals powers, humiliates her publicly. Dark forces overpower heroines through trickery and subjugation.",ancient god empowers skeletor ra starlet battles viper cobra weakened krystinite vindicator tricks supergirl steals powers humiliates publicly dark forces overpower heroines trickery subjugation
Le panache,"A dramatic comedy adapted from the play ""Being Cyrano"" that tells the story of a boy who takes refuge in an imaginary world to escape the violence of his father.",dramatic comedy adapted play cyrano tells story boy takes refuge imaginary world escape violence father
The Akaali,"A newly appointed I.O. finds herself digging into the past regarding a 7-year-old case where occult gangs and forces have been responsible for a series of satanic killings in the city. With the help of an ex-cop, can she solve the case?",newly appointed finds digging past regarding year old case occult gangs forces responsible series satanic killings city help ex cop solve case
The Shakedown,"When his mistress threatens to expose the secret of their affair, a respectable insurance broker seeks the help of his underworld brother to save his reputation.",mistress threatens expose secret affair respectable insurance broker seeks help underworld brother save reputation
The Stand,"On a misty morning in the fall of 1985, a small group of Haida people blockaded a muddy dirt road on Lyell Island (then known as the Queen Charlotte Islands). After a century of colonialist rule, Haida culture was nearly obliterated, with language and traditions fading, and the land stripped of its resources. But a committed group of Haida and their supporters took a stand, demanding a stop to clear-cut logging practices that had destroyed salmon habitat and ravaged old-growth forest. In the face of overwhelming pressure from the RCMP, private logging interests and even the media, the defenders called for the government to work with Indigenous people to find a way to protect the land and the future. In a riveting new feature documentary drawn from more than a hundred hours of archival footage and audio, award-winning director Christopher Auchter (Now Is the Time (2019)) recreates the courage, tenacity and tension of this critical turning point. From furious showdowns between television pundit Jack Webster and Haida leader Miles Richardson, to the support of then-NDP MLA Svend Robinson, The Stand captures the struggle as it unfolds on a moment-to-moment basis. As a complex battle played out on remote logging roads, in the legal system and in the court of public opinion, authorities staged a steady propaganda campaign, alongside stalling tactics and a police presence, to undermine the Haida cause. With the whole world watching, would the Haida hold fast to their strategy of peaceful resistance, or would violence erupt? The parallels between past and present continue to resound, as the Lyell Island blockade laid the foundations for current land-claim treaties across Canada. From the Haida Nation's resolute act of vision and conscience emerged an unbreakable commitment to justice, solidarity and Indigenous sovereignty that echoes forth to this day.",misty morning fall small group haida people blockaded muddy dirt road lyell island known queen charlotte islands century colonialist rule haida culture nearly obliterated language traditions fading land stripped resources committed group haida supporters took stand demanding stop clear cut logging practices destroyed salmon habitat ravaged old growth forest face overwhelming pressure rcmp private logging interests even media defenders called government work indigenous people find way protect land future riveting new feature documentary drawn hundred hours archival footage audio award winning director christopher auchter time recreates courage tenacity tension critical turning point furious showdowns television pundit jack webster haida leader miles richardson support ndp mla svend robinson stand captures struggle unfolds moment moment basis complex battle played remote logging roads legal system court public opinion authorities staged steady propaganda campaign alongside stalling tactics police presence undermine haida cause whole world watching would haida hold fast strategy peaceful resistance would violence erupt parallels past present continue resound lyell island blockade laid foundations current land claim treaties across canada haida nation resolute act vision conscience emerged unbreakable commitment justice solidarity indigenous sovereignty echoes forth day
The City God Forgot,"A woman, paying for the sins of her father, seeks redemption but first endures a series of tribulations.",woman paying sins father seeks redemption first endures series tribulations
The Last 12 Days,"Young couple Camille and Daniel's relationship endures tumultuous challenges as Daniel battles a severe illness, testing their bond's resilience through hardships that expose vulnerabilities yet ultimately solidifies their connection.",young couple camille daniel relationship endures tumultuous challenges daniel battles severe illness testing bond resilience hardships expose vulnerabilities yet ultimately solidifies connection
Laufey's A Night at the Symphony: Hollywood Bowl,This Laufey's concert captures her recent performance with the LA Philharmonic at the Hollywood Bowl.,laufey concert captures recent performance la philharmonic hollywood bowl
Killer Ex,A former assassin's comfortable family life is upended when his beautiful ex shows up out of nowhere--with a slew of killers after her.,former assassin comfortable family life upended beautiful ex shows nowhere slew killers
Vindicating Trump,"Dinesh D'Souza examines the challenges faced by Donald Trump, including political opposition, legal battles, and assassination attempts, during his bid to return to the presidency.",dinesh souza examines challenges faced donald trump including political opposition legal battles assassination attempts bid return presidency
Apex Predators 2: The Spawning,"Mutated, flying Sharks wreak havoc along the beach during an annual Volleyball tournament.",mutated flying sharks wreak havoc along beach annual volleyball tournament
Pusaka,"A large villa belonging to a collector that is about to be restored into a museum traps project workers who are carrying out a survey. A curse is released, killing the humans inside one by one.",large villa belonging collector restored museum traps project workers carrying survey curse released killing humans inside one one
Holy Punch,"Forced into hiding after their boss's downfall, a duo of gangsters finds unlikely refuge in sacred spaces, evading the reach of a ruthless rival gang leader.",forced hiding boss downfall duo gangsters finds unlikely refuge sacred spaces evading reach ruthless rival gang leader
Samadhana Pusthakam,"Set against the backdrop of a school and the story is set in two different periods - 2000 and 2023. Alex, a business magnate, is invited by his school as chief guest for its 75th anniversary. Upon his visit to the school, he realises that students aren't given freedom even in modern times.",set backdrop school story set two different periods alex business magnate invited school chief guest th anniversary upon visit school realises students given freedom even modern times
La mitad de Ana,"Son confesses to his mother, Ana, that he doesn't feel like a girl; that he is a boy. Confused and blocked, Ana decides to stop so she can observe him and understand him and, in the same way, understand herself.",son confesses mother ana feel like girl boy confused blocked ana decides stop observe understand way understand
Nick and Nicky,Nick and Nicky have returned to New York as the action begins in order to get married. But they end up embroiled in solving a series of murders as they also plan their wedding.,nick nicky returned new york action begins order get married end embroiled solving series murders also plan wedding
Mountain Shark,"A skilled group of hunters are sent out into the dark mysterious mountains surrounding a weapons research base on a secret mission and soon learn the deadly truth that waits for them, as the hills are alive with the sound of screaming.",skilled group hunters sent dark mysterious mountains surrounding weapons research base secret mission soon learn deadly truth waits hills alive sound screaming
The Window,"Mina, a 15-year-old Pakistani girl, is given as atonement for her brother's misdeed. Her ruthless spouse imprisons her, leaving her imagination as refuge, while their families' lives collide in a devastating manner.",mina year old pakistani girl given atonement brother misdeed ruthless spouse imprisons leaving imagination refuge families lives collide devastating manner
Catch a Killer,"When a horror movie buff gets kicked off the police force, he and his girlfriend hunt a serial killer copy-catting the murders from famous horror films.",horror movie buff gets kicked police force girlfriend hunt serial killer copy catting murders famous horror films
Nanoshark,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever.",scientists use nanotechnology shrink shark injected person cure rare blood disorder shark harm good team adventurers enters bloodstream kill smallest shark ever
Mix Up,"Two couples at a marital crossroads embark on a journey to rekindle their bonds, only to find unexpected connections that challenge their desires and redefine the true meaning of love.",two couples marital crossroads embark journey rekindle bonds find unexpected connections challenge desires redefine true meaning love
Miracle Mile,"When a desperate veteran accepts a simple delivery job, he's forced to endure a grandfather with an attitude, a dreamer with a plan, and a disastrous journey. What begins as a paycheck becomes the ride of a lifetime.",desperate veteran accepts simple delivery job forced endure grandfather attitude dreamer plan disastrous journey begins paycheck becomes ride lifetime
Unnatural,A gunslinger on a mission from God must track down supernatural creatures as penance for his past sins.,gunslinger mission god must track supernatural creatures penance past sins
Sriranga Neethulu,Follows three characters from diverse backgrounds in their mid twenties. How consequences arise because of their flaws and what struggles they go through?,follows three characters diverse backgrounds mid twenties consequences arise flaws struggles go
The Seven Sorrows of Mary,"Mary is out with her boyfriend Gabriel when they are kidnapped; their captors beat Gabriel and rape Mary, who is forced to choose letting Gabriel be killed so she can be freed, or returning to her brutal attackers.",mary boyfriend gabriel kidnapped captors beat gabriel rape mary forced choose letting gabriel killed freed returning brutal attackers
Shekko,"The film's events revolve around a group of outlaw friends who engage in criminal and suspicious activities, but it leads them to major crises with dangerous consequences.",film events revolve around group outlaw friends engage criminal suspicious activities leads major crises dangerous consequences
Ravikula Raghurama,"Gowtham and Nisha meet accidently. Nisha deceives Gowtham, but her grandmother's loss awakens her to love's true value.",gowtham nisha meet accidently nisha deceives gowtham grandmother loss awakens love true value
Welcome to the Game,"The story of Lu Fei who owes a huge amount of money to Qin Haipei in the casino, and encounters his daughter Qin Xiaoyao who is about to run away from home.",story lu fei owes huge amount money qin haipei casino encounters daughter qin xiaoyao run away home
The Marriage Pass,"A former playboy is granted a pass from his marriage, then becomes entangled in a deadly web of deception when the person he chooses is his sister-in-law.",former playboy granted pass marriage becomes entangled deadly web deception person chooses sister law
A Few Moments of Cheers,"Kanata, a high school student who loves making music videos, finds purpose and inspiration after watching a street performance by Yu, a teacher who abandoned her dreams of having a music career.",kanata high school student loves making music videos finds purpose inspiration watching street performance yu teacher abandoned dreams music career
The Life and Deaths of Christopher Lee,"Follows fresh interviews, archival footage, and various animation techniques like marionation to recreate one of the world's leading actors on screen, bringing them back to life through innovative methods.",follows fresh interviews archival footage various animation techniques like marionation recreate one world leading actors screen bringing back life innovative methods
La passion selon Béatrice,"In September 2022, Beatrice Dalle travels to Italy. At the root of this journey is the wish to follow in the footsteps of Pier Paolo Pasolini, the love of her life.",september beatrice dalle travels italy root journey wish follow footsteps pier paolo pasolini love life
Saideira,"After more than 10 years apart, two sisters meet again and set off on a journey through the interior of the state of Minas Gerais in search of the mythical Saideira cachaça, the legacy of their grandfather.",years apart two sisters meet set journey interior state minas gerais search mythical saideira cachaça legacy grandfather
Pavane for an Infant,"Lai Sum works at a baby hatch, where she intervenes to support a pregnant underage girl contemplating abortion. Their lives become entangled in a perilous struggle against patriarchal and theocratic forces that threaten their safety.",lai sum works baby hatch intervenes support pregnant underage girl contemplating abortion lives become entangled perilous struggle patriarchal theocratic forces threaten safety
Veppam Kulir Mazhai,"Petthaperumal and Paandi, a happily married couple, who are pressured to conceive a baby, and how this affects their bond.",petthaperumal paandi happily married couple pressured conceive baby affects bond
Tanning Zone,Two best friends working at an LA tanning salon question their life choices as former classmates achieve traditional success. Their dead-end job might just be genius - or the path to nowhere.,two best friends working la tanning salon question life choices former classmates achieve traditional success dead end job might genius path nowhere
Breathe,"""BREATHE"" unravels the lives of a suburban LA community ensnared by drug trade. Interwoven fates collide, forcing them to confront their darkest truths and navigate loyalty, ultimately leading to a tragic, irreversible transformation.",breathe unravels lives suburban la community ensnared drug trade interwoven fates collide forcing confront darkest truths navigate loyalty ultimately leading tragic irreversible transformation
Daemon Mind,A neuroscientist creates a device which frees her inner Daemon allowing her to seek a terrible vengeance upon her enemies,neuroscientist creates device frees inner daemon allowing seek terrible vengeance upon enemies
Buenas noches,"A young Brazilian girl travels to Argentina to visit her aunt, but after a misunderstanding and the loss of her belongings, she must kill time until the next morning.",young brazilian girl travels argentina visit aunt misunderstanding loss belongings must kill time next morning
Nadanna Sambhavam,A group of family and friends in a residential association experience a major shift upon the arrival of a peculiar new tenant.,group family friends residential association experience major shift upon arrival peculiar new tenant
Inkabi,"Rank, a retired hitman, becomes a taxi driver. Lucy, a casino worker, witnesses a murder, is targeted. She turns to Frank for help. He kills to protect her, despite being retired, as she has no one else.",rank retired hitman becomes taxi driver lucy casino worker witnesses murder targeted turns frank help kills protect despite retired one else
Un homme en fuite,"Rochebrune is on the verge of chaos: Johnny, a native of the country, leader of a protest movement, has disappeared after hijacking a money van. When Paul, his childhood friend, learns about it, he decides to retrace the steps of shared memories of yesteryear to try to find his friend before the police. Rochebrune est au bord du chaos : Johnny, enfant du pays, meneur d'un mouvement de protestation, a disparu après avoir braqué un fourgon. Lorsque Paul, son ami d'enfance, l'apprend, il décide de revenir sur les traces des souvenirs partagés d'autrefois pour tenter de retrouver son compère avant la police.",rochebrune verge chaos johnny native country leader protest movement disappeared hijacking money van paul childhood friend learns decides retrace steps shared memories yesteryear try find friend police rochebrune est au bord du chaos johnny enfant du pays meneur un mouvement de protestation disparu après avoir braqué un fourgon lorsque paul son ami enfance apprend il décide de revenir sur les traces des souvenirs partagés autrefois pour tenter de retrouver son compère avant la police
Une vie rêvée,"In their council flat in the suburbs of Paris, Nicole (52) and her son, Serge (19), live a fusional love that flourishes against all odds. But as the Christmas holidays approach, turning their relationship and their life upside down.",council flat suburbs paris nicole son serge live fusional love flourishes odds christmas holidays approach turning relationship life upside
Really Happy Someday,"Z, a transmasculine theatre performer, bombs a pivotal musical theatre audition, unable to control his voice after starting testosterone 12 months earlier. To save his own life and livelihood, Z must rediscover himself and his voice.",transmasculine theatre performer bombs pivotal musical theatre audition unable control voice starting testosterone months earlier save life livelihood must rediscover voice
Watch Them Come Blood,A group of road tripping friends find more than they bargain for when they stumble upon a brothel specializing in a peculiar type of service.,group road tripping friends find bargain stumble upon brothel specializing peculiar type service
Spy Capital,"The documentary supports and illustrates a popular claim that Vienna, the Austrian capital, has been playing a role of a world spy capital for the last hundred fifty years. The script covers the period from 1873-2023.",documentary supports illustrates popular claim vienna austrian capital playing role world spy capital last hundred fifty years script covers period
Dark Alliance: The Inside Story of the Cosmic Con,A new-age entertainment industry was booming during Corey Goode and David Wilcock's rise. Their claims of a secret space alien program wowed.,new age entertainment industry booming corey goode david wilcock rise claims secret space alien program wowed
The Path,A young woman returns to her childhood home to discover strange circumstances surrounding her parents death and the town that she grew up in.,young woman returns childhood home discover strange circumstances surrounding parents death town grew
Secret,"Secret promises to be a gripping tale that explores the science of omens (Nimitha Shasthram), psychological turmoil, and the strength of friendships.",secret promises gripping tale explores science omens nimitha shasthram psychological turmoil strength friendships
Meet the Roman Emperor with Mary Beard,"Delving into the imperial past, the story uncovers the hidden world of Roman emperors through her interpretations of ancient inscriptions and artifacts across iconic sites.",delving imperial past story uncovers hidden world roman emperors interpretations ancient inscriptions artifacts across iconic sites
Killer Witches from Outer Space,"On Halloween, three kids in a quiet town must stop alien witches hunting for human flesh. Trick or treat, smell my feet, witches came for people meat.",halloween three kids quiet town must stop alien witches hunting human flesh trick treat smell feet witches came people meat
The Late Game,A new guy knocks off the rust as he suits up in a late night beer league hockey game.,new guy knocks rust suits late night beer league hockey game
Trophy Wife,"A young woman suffering from amnesia is urged by her husband to stay at home. But as she pieces together her memory, she discovers, he isn't who he says he is, and neither she.",young woman suffering amnesia urged husband stay home pieces together memory discovers says neither
Dans la cuisine des Nguyen,"A Vietnamese-American aspiring actress pursues her musical theater dreams despite her mother's disapproval. Through cooking traditional meals together, mother and daughter find mutual understanding.",vietnamese american aspiring actress pursues musical theater dreams despite mother disapproval cooking traditional meals together mother daughter find mutual understanding
The Martial Avenger,"Claudio O'Connor, a martial arts champion, faces a life-changing situation when a rival gang rapes and kills his wife. With the advice of his coach, he organizes a relentless revenge against the gang members.",claudio connor martial arts champion faces life changing situation rival gang rapes kills wife advice coach organizes relentless revenge gang members
Flathead,"Late in life, Cass is drawn to his long-forsaken childhood home of Bundaberg, where he finds himself on a spiritual search for redemption.",late life cass drawn long forsaken childhood home bundaberg finds spiritual search redemption
Yo Yo Honey Singh: Famous,Dive deep into Yo Yo Honey Singh's sudden disappearance at the peak of his career.,dive deep yo yo honey singh sudden disappearance peak career
Stevie Wonder: The Key to Life,"Dive into the extraordinary life of Stevie Wonder, a musical genius whose talent and vision reshaped the industry. Stevie Wonder: The Key To Life celebrates his chart-topping hits, groundbreaking artistry, and humanitarian legacy, showcasing how his timeless music continues to unite and inspire the world.",dive extraordinary life stevie wonder musical genius whose talent vision reshaped industry stevie wonder key life celebrates chart topping hits groundbreaking artistry humanitarian legacy showcasing timeless music continues unite inspire world
Larger Than Life: Reign of the Boybands,"Tracing boy bands' evolution from The Beatles to K-pop, delving into the 90s/2000s icons and highlighting this enduring musical movement's rich history.",tracing boy bands evolution beatles pop delving icons highlighting enduring musical movement rich history
